,,,,,,,,,,,,,,,,
,コントラクト一覧（千葉）,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Tenant名,VRF名,コントラクト名,Subject,用途,通信方向,"送信元システム
（サブネット名等）","宛先システム
（サブネット名等）","送信元EPG
（Provided)","宛先EPG
（Consumed)",Filter,,,,,備考
,,,,,,,,,,,エントリ名,プロトコル,プロトコル,ステートフル,ポート,
,,,cont-uni-epg-texadata_unyo_kaihatsu-3,cont-subject,システム間,片方向のみ許可,Exadata5号機_千葉開発運用セグメント#3,Exadata5号機_災対物理機器管理用セグメント,epg-texadata_unyo_kaihatsu-3,epg-texadata_kanri,,,,,,
,,,cont-uni-epg-texadata_unyo_kaihatsu-4,cont-subject,システム間,片方向のみ許可,Exadata5号機_千葉開発運用セグメント#4,Exadata5号機_災対物理機器管理用セグメント,epg-texadata_unyo_kaihatsu-4,epg-texadata_kanri,,,,,,
,,,cont-uni-epg-texadata_kanri,cont-subject,システム間,片方向のみ許可,Exadata5号機_災対物理機器管理用セグメント,Exadata5号機_災対運用セグメント#1,epg-texadata_kanri,epg-texadata_unyo-1,,,,,,
,,,,,,,Exadata5号機_災対物理機器管理用セグメント,Exadata5号機_災対運用セグメント#2,epg-texadata_kanri,epg-texadata_unyo-2,,,,,,
,,,,,,,Exadata5号機_災対物理機器管理用セグメント,Exadata5号機_災対運用セグメント#3,epg-texadata_kanri,epg-texadata_unyo-3,,,,,,
,,,,,,,Exadata5号機_災対物理機器管理用セグメント,Exadata5号機_災対運用セグメント#4,epg-texadata_kanri,epg-texadata_unyo-4,,,,,,
,,,,,,,Exadata5号機_災対物理機器管理用セグメント,Exadata5号機_千葉開発運用セグメント#1,epg-texadata_kanri,epg-texadata_unyo_kaihatsu-1,,,,,,
,,,,,,,Exadata5号機_災対物理機器管理用セグメント,Exadata5号機_千葉開発運用セグメント#2,epg-texadata_kanri,epg-texadata_unyo_kaihatsu-2,,,,,,
,,,,,,,Exadata5号機_災対物理機器管理用セグメント,Exadata5号機_千葉開発運用セグメント#3,epg-texadata_kanri,epg-texadata_unyo_kaihatsu-3,,,,,,
,,,,,,,Exadata5号機_災対物理機器管理用セグメント,Exadata5号機_千葉開発運用セグメント#4,epg-texadata_kanri,epg-texadata_unyo_kaihatsu-4,,,,,,
,,,cont-uni-epg-purestorage_unyokanri,cont-subject,システム間,片方向のみ許可,PureStorage_運用管理セグメント,,epg-purestorage_unyokanri,,,,,,,
,ch-vinf,vrf-vinf,cont-uni-epg-vxlan,cont-subject,システム間,片方向のみ許可,VM6_VXLAN,,epg-vxlan,,,,,,,
,,,cont-uni-epg-vmotion,cont-subject,システム間,片方向のみ許可,VM6_vMotion,,epg-vmotion,,,,,,,
,,,cont-uni-epg-ft,cont-subject,システム間,片方向のみ許可,VM6_FT,,epg-ft,,,,,,,
,,,cont-uni-epg-tmgmt-tm-LAN3,cont-subject,システム間,片方向のみ許可,VM6_管理LAN#2（多摩）,,epg-tmgmt-tm-LAN3,,,,,,,
,ch-pbak,vrf-pbak,cont-both-pbakbk-vzany,cont-subject,外部EPG接続,双方向許可,バックアップ通信（本番）,バックアップセグメント（本番）,exepg-pbakbk,vzAny,,,,,,※統合バックアップのACI Nativeについては、相互通信を許可しない方針のため、コントラクトは作成しない。
,,,,,,,,,,,,,,,,※統合バックアップのACI Nativeについては、相互通信を許可しない方針のため、コントラクトは作成しない。
,ch-tbak,vrf-tbak,cont-both-tbakbk-vzany,cont-subject,外部EPG接続,双方向許可,バックアップ通信（開発）,バックアップセグメント（開発）,exepg-tbakbk,vzAny,,,,,,※統合バックアップのACI Nativeについては、相互通信を許可しない方針のため、コントラクトは作成しない。
,,,cont-uni-epg-texadata_backup-1,cont-subject,システム間,片方向のみ許可,Exadata5号機_災対バックアップセグメント#1,,epg-texadata_backup-1,,,,,,,
,,,cont-uni-epg-texadata_backup-2,cont-subject,システム間,片方向のみ許可,Exadata5号機_災対バックアップセグメント#2,,epg-texadata_backup-2,,,,,,,
,,,cont-uni-epg-texadata_backup-3,cont-subject,システム間,片方向のみ許可,Exadata5号機_災対バックアップセグメント#3,,epg-texadata_backup-3,,,,,,,
,,,cont-uni-epg-texadata_backup-4,cont-subject,システム間,片方向のみ許可,Exadata5号機_災対バックアップセグメント#4,,epg-texadata_backup-4,,,,,,,
,,,cont-uni-epg-texadata_backup_kaihatsu-1,cont-subject,システム間,片方向のみ許可,Exadata5号機_千葉開発バックアップセグメント#1,,epg-texadata_backup_kaihatsu-1,,,,,,,
,,,cont-uni-epg-texadata_backup_kaihatsu-2,cont-subject,システム間,片方向のみ許可,Exadata5号機_千葉開発バックアップセグメント#2,,epg-texadata_backup_kaihatsu-2,,,,,,,
,,,cont-uni-epg-texadata_backup_kaihatsu-3,cont-subject,システム間,片方向のみ許可,Exadata5号機_千葉開発バックアップセグメント#3,,epg-texadata_backup_kaihatsu-3,,,,,,,
,,,cont-uni-epg-texadata_backup_kaihatsu-4,cont-subject,システム間,片方向のみ許可,Exadata5号機_千葉開発バックアップセグメント#4,,epg-texadata_backup_kaihatsu-4,,,,,,,
,,,,,,,,,,,,,,,,
,ch-pnms,vrf-pnms,,,,,全システム,全システム,,,,,,,,※システム個別テナントにおいてはセキュリティ要件に従い、ACI内の経路制御（アクセスコントロール）を無効化する。
,ch-pwan,vrf-pwan,cont-uni-epg-pFT3,cont-subject,システム間,片方向のみ許可,VM6_FT#3,,epg-pFT3,,,,,,,
,,,cont-uni-epg-pvMotion3,cont-subject,システム間,片方向のみ許可,VM6_vMotion#3,,epg-pvMotion3,,,,,,,
,,,cont-uni-epg-pVXLAN3,cont-subject,システム間,片方向のみ許可,VM6_VXLAN#3,,epg-pVXLAN3,,,,,,,
,,,cont-both-pwandist-vzany,cont-subject,外部EPG接続,双方向許可,pwandist,全システム,exepg-pwandist,vzAny,,,,,,
