,,,,,,,,,,,,,,,,,,,,,,,,
,収容EPG一覧（多摩）,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,Tenant名,テナント名,VRF名,BD名(NW名),GW有無,Querier IP,"IGMP
Snooping","IPアドレス
（GW）",Associated L3out,EPG名(NW名),用途（サブネット名）,"システム名称
（英数字のみ、一意な値）",VLAN ID,"収容Leaf
（ホスト名）",収容ポート,Path Type,"PC/vPC
インターフェイスポリシー",VLAN Mode,接続先サーバ,,,QoS区分,Custom QoS,備考
,,,,,,,,,,,,,,,,,,,物理装置名,VM名 or 機能名,物理NIC名,,QoS Policy,
,,,,,,,,,,,,,,nwtm-i9318-zlfs4042,eth1/21,Port,,802.1P,,,,,,
,,,,,,,,,,,,,,,eth1/22,Port,,802.1P,,,,,,
,,,,,,,,,,,,,,nwtm-i9318-zlfs4011,"Eth1/33,34,35,36",Port Channel,pol-pc-401-p5,Trunk(tag付き),,,,,,
,,,,,,,,,,,,,,nwtm-i9318-zlfs4022,"Eth1/33,34,35,36",Port Channel,pol-pc-402-p6,Trunk(tag付き),,,,,,
,,,,,,,,,,,,,,nwtm-i9318-zlfs4011,Eth1/37,Virtual Port Channel,pol-vpc-401-402-port-37,Trunk(tag付き),,,,,,
,,,,,,,,,,,,,,nwtm-i9318-zlfs4022,Eth1/37,Virtual Port Channel,pol-vpc-401-402-port-37,Trunk(tag付き),,,,,,
,,,,bd-tHitachiSV_m2020,有,無効,有効,11.15.128.129/26,"l3out-tinfdist
l3out-tinfasr01",epg-tHitachiSV_m2020,サービスセグメント(日立サーバ収容)_Mintra2020,tHitachiSV_m2020,1102,nwtm-i9318-zlfc2011,Eth1/6,Port,,Trunk(tag付き),,,,開発,custom-qos-test-pol,2019/6末 新規Leaf追加時振替のため削除
,,,,,,,,,,,,,,,Eth1/7,Port,,Trunk(tag付き),,,,,,2019/6末 新規Leaf追加時振替のため削除
,,,,,,,,,,,,,,,Eth1/8,Port,,Trunk(tag付き),,,,,,2019/6末 新規Leaf追加時振替のため削除
,,,,,,,,,,,,,,,Eth1/9,Port,,Trunk(tag付き),,,,,,2019/6末 新規Leaf追加時振替のため削除
,,,,,,,,,,,,,,,Eth1/10,Port,,Trunk(tag付き),,,,,,2019/6末 新規Leaf追加時振替のため削除
